 3.86184    -0.76817    1.0
-3.86184     0.76817    -1.0
 3.58003    -1.48290    1.0
-3.58003     1.48290    -1.0
 3.16998    -2.11811    1.0
-3.16998     2.11811    -1.0
 2.65165    -2.65165    1.0
-2.65165     2.65165    -1.0
 2.04867    -3.06604    1.0
-2.04867     3.06604    -1.0
 1.38723    -3.34906    1.0
-1.38723     3.34906    -1.0
 0.69501    -3.49405    1.0
-0.69501     3.49405    -1.0
 0.00000    -3.50000    1.0
-0.00000     3.50000    -1.0
-0.67062    -3.37145    1.0
 0.67062     3.37145    -1.0
-1.29156    -3.11809    1.0
 1.29156     3.11809    -1.0
-1.84033    -2.75424    1.0
 1.84033     2.75424    -1.0
-2.29810    -2.29810    1.0
 2.29810     2.29810    -1.0
-2.65031    -1.77088    1.0
 2.65031     1.77088    -1.0
-2.88712    -1.19589    1.0
 2.88712     1.19589    -1.0
-3.00365    -0.59746    1.0
 3.00365     0.59746    -1.0
-3.00000    -0.00000    1.0
 3.00000     0.00000    -1.0
-2.88106     0.57308    1.0
 2.88106    -0.57308    -1.0
-2.65615     1.10021    1.0
 2.65615    -1.10021    -1.0
-2.33851     1.56254    1.0
 2.33851    -1.56254    -1.0
-1.94454     1.94454    1.0
 1.94454    -1.94454    -1.0
-1.49310     2.23457    1.0
 1.49310    -2.23457    -1.0
-1.00454     2.42518    1.0
 1.00454    -2.42518    -1.0
-0.49992     2.51326    1.0
 0.49992    -2.51326    -1.0
-0.00000     2.50000    1.0
 0.00000    -2.50000    -1.0
 0.47553     2.39066    1.0
-0.47553    -2.39066    -1.0
 0.90887     2.19421    1.0
-0.90887    -2.19421    -1.0
 1.28476     1.92277    1.0
-1.28476    -1.92277    -1.0
 1.59099     1.59099    1.0
-1.59099    -1.59099    -1.0
 1.81884     1.21531    1.0
-1.81884    -1.21531    -1.0
 1.96324     0.81320    1.0
-1.96324    -0.81320    -1.0
 2.02287     0.40237    1.0
-2.02287    -0.40237    -1.0
 2.00000     0.00000    1.0
-2.00000    -0.00000    -1.0
 1.90027    -0.37799    1.0
-1.90027     0.37799    -1.0
 1.73227    -0.71753    1.0
-1.73227     0.71753    -1.0
 1.50704    -1.00697    1.0
-1.50704     1.00697    -1.0
 1.23744    -1.23744    1.0
-1.23744     1.23744    -1.0
 0.93753    -1.40310    1.0
-0.93753     1.40310    -1.0
 0.62186    -1.50130    1.0
-0.62186     1.50130    -1.0
 0.30483    -1.53248    1.0
-0.30483     1.53248    -1.0
 0.00000    -1.50000    1.0
-0.00000     1.50000    -1.0
-0.28044    -1.40988    1.0
 0.28044     1.40988    -1.0
-0.52619    -1.27033    1.0
 0.52619     1.27033    -1.0
-0.72919    -1.09130    1.0
 0.72919     1.09130    -1.0
-0.88388    -0.88388    1.0
 0.88388     0.88388    -1.0
-0.98737    -0.65974    1.0
 0.98737     0.65974    -1.0
-1.03936    -0.43052    1.0
 1.03936     0.43052    -1.0
-1.04208    -0.20728    1.0
 1.04208     0.20728    -1.0
-1.00000    -0.00000    1.0
 1.00000     0.00000    -1.0
-0.91949     0.18290    1.0
 0.91949    -0.18290    -1.0
-0.80839     0.33485    1.0
 0.80839    -0.33485    -1.0
-0.67557     0.45140    1.0
 0.67557    -0.45140    -1.0
-0.53033     0.53033    1.0
 0.53033    -0.53033    -1.0
-0.38195     0.57164    1.0
 0.38195    -0.57164    -1.0
-0.23918     0.57742    1.0
 0.23918    -0.57742    -1.0
-0.10974     0.55169    1.0
 0.10974    -0.55169    -1.0
-0.00000     0.50000    1.0
 0.00000    -0.50000    -1.0
